name,url,currentVersion,crownUpdateDate
hmcts/hwf-staffapp,https://github.com/hmcts/hwf-staffapp,5.4.0,undefined
communitiesuk/foi-submissions,https://github.com/communitiesuk/foi-submissions,3.0.0,N/A
hmcts/ccpay-bubble,https://github.com/hmcts/ccpay-bubble,2.13.0,N/A
DFE-Digital/buying-for-schools-v2,https://github.com/DFE-Digital/buying-for-schools-v2,5.2.0,2024-02-22T15:57:11Z
hmcts/div-decree-absolute-frontend,https://github.com/hmcts/div-decree-absolute-frontend,2.13.0,N/A
hmcts/div-decree-nisi-frontend,https://github.com/hmcts/div-decree-nisi-frontend,2.13.0,N/A
UKGovernmentBEIS/beis-spl-planner,https://github.com/UKGovernmentBEIS/beis-spl-planner,3.14.0,N/A
hmcts/em-media-viewer,https://github.com/hmcts/em-media-viewer,4.8.0,2024-02-06T08:35:11Z
ministryofjustice/check-my-diary,https://github.com/ministryofjustice/check-my-diary,5.3.1,2024-02-06T10:13:49Z
DFE-Digital/npd-find-and-explore,https://github.com/DFE-Digital/npd-find-and-explore,3.5.0,N/A
dvsa/olcs-static,https://github.com/dvsa/olcs-static,3.5.0,N/A
UKHomeOffice/frontend-toolkit,https://github.com/UKHomeOffice/frontend-toolkit,1.3.0,N/A
hmcts/ccd-admin-web,https://github.com/hmcts/ccd-admin-web,1.3.0,N/A
ministryofjustice/laa-crime-equinity-historical-data-frontend,https://github.com/ministryofjustice/laa-crime-equinity-historical-data-frontend,5.2.0,undefined
ministryofjustice/opg-modernising-lpa-docs,https://github.com/ministryofjustice/opg-modernising-lpa-docs,4.6.0,N/A
DEFRA/cdp-uploader,https://github.com/DEFRA/cdp-uploader,5.3.1,undefined
DEFRA/ffc-sfd-messages,https://github.com/DEFRA/ffc-sfd-messages,5.2.0,2024-03-12T11:00:19Z
DEFRA/ffc-sfd-landing-page,https://github.com/DEFRA/ffc-sfd-landing-page,5.2.0,2024-03-12T15:18:59Z
ministryofjustice/hmpps-resettlement-passport-person-on-probation-ui,https://github.com/ministryofjustice/hmpps-resettlement-passport-person-on-probation-ui,5.4.0,2024-02-09T09:45:29Z
DFE-Digital/improve-workload-and-wellbeing-for-school-staff,https://github.com/DFE-Digital/improve-workload-and-wellbeing-for-school-staff,4.7.0,N/A
alphagov/verify-product-page,https://github.com/alphagov/verify-product-page,3.1.0,N/A
DEFRA/ffc-ffd-frontend-poc,https://github.com/DEFRA/ffc-ffd-frontend-poc,4.7.0,N/A
ministryofjustice/analytics-platform-control-panel-public,https://github.com/ministryofjustice/analytics-platform-control-panel-public,3.14.0,N/A
ministryofjustice/hmpps-dpr-tools-ui,https://github.com/ministryofjustice/hmpps-dpr-tools-ui,5.3.1,2024-02-15T09:13:41Z
DFE-Digital/itt-mentor-services,https://github.com/DFE-Digital/itt-mentor-services,5.4.0,2024-02-05T18:54:50Z
DEFRA/ffc-ffd-auth,https://github.com/DEFRA/ffc-ffd-auth,4.7.0,N/A
DEFRA/ffc-ffd-landing-page,https://github.com/DEFRA/ffc-ffd-landing-page,4.7.0,N/A
DEFRA/aphw-ddi-portal,https://github.com/DEFRA/aphw-ddi-portal,5.0.0,N/A
govuk-one-login/di-fec-ga4-demo,https://github.com/govuk-one-login/di-fec-ga4-demo,4.7.0,N/A
govuk-one-login/ipv-cri-bav-front,https://github.com/govuk-one-login/ipv-cri-bav-front,4.8.0,2024-02-14T11:44:22Z
defra-design/plant-health-information,https://github.com/defra-design/plant-health-information,4.7.0,N/A
hmcts/juror-public,https://github.com/hmcts/juror-public,4.8.0,2024-03-04T16:09:01Z
ministryofjustice/hmpps-dpr-fake-dps-service-ui,https://github.com/ministryofjustice/hmpps-dpr-fake-dps-service-ui,5.3.1,2024-03-01T12:22:22Z
ministryofjustice/hale-dash,https://github.com/ministryofjustice/hale-dash,4.6.0,N/A
ministryofjustice/hmpps-digital-prison-reporting-frontend,https://github.com/ministryofjustice/hmpps-digital-prison-reporting-frontend,5.3.0,2024-02-14T13:09:01Z
ministryofjustice/hmpps-send-legal-mail-staff-ui,https://github.com/ministryofjustice/hmpps-send-legal-mail-staff-ui,5.4.0,2024-02-09T16:04:45Z
alphagov/govuk-personalisation-showcase-2022,https://github.com/alphagov/govuk-personalisation-showcase-2022,4.1.0,N/A
defra-design/fcp-one-off-grants,https://github.com/defra-design/fcp-one-off-grants,5.1.0,undefined
alphagov/pay-dependabot-stats,https://github.com/alphagov/pay-dependabot-stats,3.4.0,N/A
ministryofjustice/hmpps-digital-prison-services,https://github.com/ministryofjustice/hmpps-digital-prison-services,5.4.0,2024-02-16T12:59:58Z
govuk-one-login/di-one-login-home,https://github.com/govuk-one-login/di-one-login-home,5.2.0,2024-05-02T10:03:35Z
ministryofjustice/hmpps-resettlement-passport-ui,https://github.com/ministryofjustice/hmpps-resettlement-passport-ui,5.4.0,2024-04-09T09:04:43Z
companieshouse/accounts-filing-web,https://github.com/companieshouse/accounts-filing-web,4.8.0,2024-04-03T12:19:49Z
UKHSA-Internal/data-dashboard-frontend,https://github.com/UKHSA-Internal/data-dashboard-frontend,5.3.0,2024-02-27T10:59:27Z
defra-design/cap-flood-warning-codes,https://github.com/defra-design/cap-flood-warning-codes,3.5.0,N/A
ministryofjustice/sentence-planning,https://github.com/ministryofjustice/sentence-planning,3.5.0,N/A
DFE-Digital/apply-the-service-standard-in-dfe,https://github.com/DFE-Digital/apply-the-service-standard-in-dfe,5.3.1,2024-03-06T09:57:37Z
ministryofjustice/hmpps-digital-prison-reporting-mi-ui,https://github.com/ministryofjustice/hmpps-digital-prison-reporting-mi-ui,5.3.1,2024-02-15T09:11:41Z
ministryofjustice/hmpps-ciag-careers-induction-ui,https://github.com/ministryofjustice/hmpps-ciag-careers-induction-ui,5.0.0,N/A
UKGovernmentBEIS/beis-orp-application,https://github.com/UKGovernmentBEIS/beis-orp-application,4.3.1,N/A
ministryofjustice/hmpps-launchpad-home-ui,https://github.com/ministryofjustice/hmpps-launchpad-home-ui,5.4.0,2024-02-09T08:17:21Z
ministryofjustice/laa-submit-crime-forms,https://github.com/ministryofjustice/laa-submit-crime-forms,5.4.0,undefined
companieshouse/node-review-web-starter-ts,https://github.com/companieshouse/node-review-web-starter-ts,4.7.0,N/A
govuk-one-login/ipv-cri-f2f-front,https://github.com/govuk-one-login/ipv-cri-f2f-front,4.8.0,undefined
ministryofjustice/laa-assure-hmrc-data,https://github.com/ministryofjustice/laa-assure-hmrc-data,5.4.0,2024-02-16T07:52:58Z
DFE-Digital/access-your-teaching-qualifications,https://github.com/DFE-Digital/access-your-teaching-qualifications,5.4.0,2024-02-22T16:40:06Z
alphagov/di-authentication-account-redirect-page,https://github.com/alphagov/di-authentication-account-redirect-page,4.5.0,N/A
cabinetoffice/gap-find-web,https://github.com/cabinetoffice/gap-find-web,3.15.0,2024-02-09T15:42:40Z
co-cddo/api-spec-linter,https://github.com/co-cddo/api-spec-linter,4.0.1,N/A
govuk-one-login/ipv-cri-uk-passport-front-v1,https://github.com/govuk-one-login/ipv-cri-uk-passport-front-v1,4.8.0,undefined
alphagov/tech-docs-assets,https://github.com/alphagov/tech-docs-assets,4.0.1,N/A
Crown-Commercial-Service/digitalmarketplace-design-patterns,https://github.com/Crown-Commercial-Service/digitalmarketplace-design-patterns,1.0.0,N/A
DEFRA/ffc-techspike-authentication,https://github.com/DEFRA/ffc-techspike-authentication,4.0.1,N/A
DFE-Digital/teach-in-further-education,https://github.com/DFE-Digital/teach-in-further-education,3.12.0,N/A
hmcts/angular-dynamic-form-builder,https://github.com/hmcts/angular-dynamic-form-builder,2.6.0,N/A
hmcts/collectaform,https://github.com/hmcts/collectaform,3.14.0,N/A
ministryofjustice/jason-demo,https://github.com/ministryofjustice/jason-demo,3.10.1,N/A
ministryofjustice/moj-register-of-services,https://github.com/ministryofjustice/moj-register-of-services,2.12.0,N/A
ministryofjustice/workforce-management,https://github.com/ministryofjustice/workforce-management,3.10.2,N/A
Government-People-Group/csjobs-pre-employment-checks,https://github.com/Government-People-Group/csjobs-pre-employment-checks,4.5.0,N/A
ministryofjustice/manage-my-prison,https://github.com/ministryofjustice/manage-my-prison,4.0.1,N/A
hmcts/ccfr-fees-register-admin-web,https://github.com/hmcts/ccfr-fees-register-admin-web,4.3.0,N/A
ministryofjustice/form-app-starter,https://github.com/ministryofjustice/form-app-starter,2.12.0,N/A
DEFRA/ffc-mpdp-frontend,https://github.com/DEFRA/ffc-mpdp-frontend,4.3.1,N/A
govuk-one-login/ipv-cri-dl-front,https://github.com/govuk-one-login/ipv-cri-dl-front,4.8.0,undefined
ministryofjustice/access-to-probation,https://github.com/ministryofjustice/access-to-probation,3.9.1,N/A
hmrc/accessibility-personas,https://github.com/hmrc/accessibility-personas,4.3.1,N/A
hmcts/bar-web,https://github.com/hmcts/bar-web,4.8.0,undefined
ministryofjustice/hmpps-historical-prisoner,https://github.com/ministryofjustice/hmpps-historical-prisoner,5.3.0,2024-03-11T11:28:44Z
co-cddo/dataconnect,https://github.com/co-cddo/dataconnect,3.13.1,N/A
dwp/appeal-response,https://github.com/dwp/appeal-response,4.3.0,N/A
ministryofjustice/hmpps-approved-premises-ui,https://github.com/ministryofjustice/hmpps-approved-premises-ui,5.4.0,2024-02-21T13:09:57Z
hmcts/fis-ds-update-web,https://github.com/hmcts/fis-ds-update-web,4.7.0,N/A
ministryofjustice/bichard7-next-ui,https://github.com/ministryofjustice/bichard7-next-ui,5.4.0,2024-02-12T08:06:58Z
DFE-Digital/pre-ab-transfers,https://github.com/DFE-Digital/pre-ab-transfers,3.14.0,N/A
uktrade/trade-tariff-reference,https://github.com/uktrade/trade-tariff-reference,2.13.0,N/A
govuk-one-login/ipv-cri-fraud-front,https://github.com/govuk-one-login/ipv-cri-fraud-front,4.8.0,2024-02-19T10:02:08Z
uktrade/DIT-design-history,https://github.com/uktrade/DIT-design-history,4.6.0,N/A
uktrade/approval-firebreak,https://github.com/uktrade/approval-firebreak,3.11.0,N/A
companieshouse/sic-code-web,https://github.com/companieshouse/sic-code-web,4.7.0,N/A
DFE-Digital/rails-7-boilerplate,https://github.com/DFE-Digital/rails-7-boilerplate,3.13.1,N/A
alphagov/govwifi-dashboard,https://github.com/alphagov/govwifi-dashboard,3.6.0,N/A
alphagov/pay-direct-debit-frontend,https://github.com/alphagov/pay-direct-debit-frontend,3.11.0,N/A
govuk-one-login/ipv-cri-kbv-front,https://github.com/govuk-one-login/ipv-cri-kbv-front,4.8.0,2024-02-19T09:50:42Z
LandRegistry/portal-refresh-plus,https://github.com/LandRegistry/portal-refresh-plus,4.3.1,N/A
DFE-Digital/SDD-IxD-Clan,https://github.com/DFE-Digital/SDD-IxD-Clan,4.0.0,N/A
ministryofjustice/hmpps-incentives-ui,https://github.com/ministryofjustice/hmpps-incentives-ui,5.4.0,2024-02-06T16:37:29Z
ministryofjustice/accessibility-book-club,https://github.com/ministryofjustice/accessibility-book-club,4.0.0,N/A
Government-People-Group/csjobs-advanced-search,https://github.com/Government-People-Group/csjobs-advanced-search,4.0.0,N/A
DFE-Digital/improving-children-and-family-services-through-digital-technology,https://github.com/DFE-Digital/improving-children-and-family-services-through-digital-technology,3.13.0,N/A
hmcts/lau-frontend,https://github.com/hmcts/lau-frontend,5.4.0,2024-02-05T21:42:14Z
SkillsFundingAgency/das-epao-fireitup,https://github.com/SkillsFundingAgency/das-epao-fireitup,2.5.1,N/A
trade-tariff/trade-tariff-admin,https://github.com/trade-tariff/trade-tariff-admin,5.3.1,2024-05-08T08:31:36Z
hmcts/idam-user-dashboard,https://github.com/hmcts/idam-user-dashboard,5.3.1,2022-02-01T19:39:02Z
ministryofjustice/opg-sirius-supervision-firm-deputy-hub,https://github.com/ministryofjustice/opg-sirius-supervision-firm-deputy-hub,5.3.1,undefined
ministryofjustice/hmpps-manage-adjudications,https://github.com/ministryofjustice/hmpps-manage-adjudications,5.4.0,2024-02-13T13:40:30Z
uktrade/SIELs2,https://github.com/uktrade/SIELs2,4.3.1,N/A
uktrade/jml,https://github.com/uktrade/jml,4.8.0,2024-03-26T11:19:34Z
alphagov/vuejs-json-dashboardify,https://github.com/alphagov/vuejs-json-dashboardify,2.13.0,N/A
UKHomeOffice/incident-report,https://github.com/UKHomeOffice/incident-report,2.7.0,N/A
ministryofjustice/create-and-vary-a-licence,https://github.com/ministryofjustice/create-and-vary-a-licence,5.4.0,2024-06-03T15:33:56Z
ministryofjustice/opg-sirius-user-management,https://github.com/ministryofjustice/opg-sirius-user-management,5.3.1,2024-03-11T08:47:35Z
hmcts/pip-frontend,https://github.com/hmcts/pip-frontend,5.3.1,2024-04-17T15:25:09Z
dwp/atw-application-service,https://github.com/dwp/atw-application-service,3.14.0,N/A
dwp/cms-options,https://github.com/dwp/cms-options,4.3.1,N/A
ministryofjustice/bichard7-next-user-service,https://github.com/ministryofjustice/bichard7-next-user-service,5.4.0,2024-02-08T15:35:54Z
DFE-Digital/teaching-vacancies-design-history,https://github.com/DFE-Digital/teaching-vacancies-design-history,4.0.0,N/A
dwp/atw-payment-claims-service,https://github.com/dwp/atw-payment-claims-service,4.1.0,N/A
dwp/pension-age,https://github.com/dwp/pension-age,2.8.0,N/A
UKForeignOffice/lists,https://github.com/UKForeignOffice/lists,3.14.0,N/A
DFE-Digital/conversions-design-history,https://github.com/DFE-Digital/conversions-design-history,3.10.2,N/A
communitiesuk/community-engagement-playbook,https://github.com/communitiesuk/community-engagement-playbook,3.10.1,N/A
communitiesuk/mhclg-services-map-kit-v9-12,https://github.com/communitiesuk/mhclg-services-map-kit-v9-12,3.10.1,N/A
DFE-Digital/res-design-history,https://github.com/DFE-Digital/res-design-history,3.10.2,N/A
ministryofjustice/fb-components-core,https://github.com/ministryofjustice/fb-components-core,3.4.0,N/A
uktrade/data-explorer,https://github.com/uktrade/data-explorer,3.6.0,N/A
DFE-Digital/academy-transfers-frontend,https://github.com/DFE-Digital/academy-transfers-frontend,3.9.1,N/A
Crown-Commercial-Service/reportmi-frontend,https://github.com/Crown-Commercial-Service/reportmi-frontend,2.8.0,N/A
Crown-Commercial-Service/reportmi-static-error-pages,https://github.com/Crown-Commercial-Service/reportmi-static-error-pages,1.2.0,N/A
alphagov/rails-lambda-spike,https://github.com/alphagov/rails-lambda-spike,2.9.0,N/A
SkillsFundingAgency/myesf-doc-ex-internal,https://github.com/SkillsFundingAgency/myesf-doc-ex-internal,3.11.0,N/A
DEFRA/ffc-sfi-frontend,https://github.com/DEFRA/ffc-sfi-frontend,3.10.2,N/A
hmcts/fact-admin,https://github.com/hmcts/fact-admin,4.6.0,N/A
DEFRA/pattern-library,https://github.com/DEFRA/pattern-library,2.4.0,N/A
uktrade/lite-frontend,https://github.com/uktrade/lite-frontend,4.8.0,2024-02-23T09:58:37Z
DFE-Digital/eapim-developer-hub,https://github.com/DFE-Digital/eapim-developer-hub,3.6.0,N/A
UKForeignOffice/loi-payment-service,https://github.com/UKForeignOffice/loi-payment-service,4.8.0,undefined
Crown-Commercial-Service/digitalmarketplace-briefs-frontend,https://github.com/Crown-Commercial-Service/digitalmarketplace-briefs-frontend,3.14.0,N/A
ministryofjustice/staff-device-dns-dhcp-admin,https://github.com/ministryofjustice/staff-device-dns-dhcp-admin,3.8.1,N/A
ministryofjustice/wp-moj-blocks,https://github.com/ministryofjustice/wp-moj-blocks,5.2.0,undefined
DFE-Digital/early-careers-framework-gov-templates,https://github.com/DFE-Digital/early-careers-framework-gov-templates,3.7.0,N/A
dvsa/dvsa-design-system,https://github.com/dvsa/dvsa-design-system,4.0.1,N/A
companieshouse/strike-off-objections-web,https://github.com/companieshouse/strike-off-objections-web,3.14.0,N/A
DFEAGILEDEVOPS/SFB.SAD.UI,https://github.com/DFEAGILEDEVOPS/SFB.SAD.UI,3.15.0,2024-02-21T17:08:23Z
dwp/newstylejsa-admin,https://github.com/dwp/newstylejsa-admin,2.0.0,N/A
DFEAGILEDEVOPS/SFB.EF.UI,https://github.com/DFEAGILEDEVOPS/SFB.EF.UI,3.15.0,2024-02-21T16:48:22Z
companieshouse/restricted-word-web,https://github.com/companieshouse/restricted-word-web,3.6.0,N/A
uktrade/enquiry-mgmt-tool,https://github.com/uktrade/enquiry-mgmt-tool,5.4.0,2024-02-15T16:42:31Z
companieshouse/orders.web.ch.gov.uk,https://github.com/companieshouse/orders.web.ch.gov.uk,4.7.0,N/A
companieshouse/promise-to-file-web,https://github.com/companieshouse/promise-to-file-web,3.14.0,N/A
SkillsFundingAgency/das-qna-config,https://github.com/SkillsFundingAgency/das-qna-config,3.11.0,N/A
cabinetoffice/national-leadership-centre-website,https://github.com/cabinetoffice/national-leadership-centre-website,3.3.0,N/A
hmcts/probate-caveats-frontend,https://github.com/hmcts/probate-caveats-frontend,4.8.0,2024-03-04T11:29:45Z
ministryofjustice/fb-runner,https://github.com/ministryofjustice/fb-runner,3.0.0,N/A
DFE-Digital/buying-for-schools-admin,https://github.com/DFE-Digital/buying-for-schools-admin,2.13.0,N/A
ministryofjustice/analytics-platform-control-panel,https://github.com/ministryofjustice/analytics-platform-control-panel,3.14.0,N/A
UKGovernmentBEIS/beis-spl-eligibility-tool,https://github.com/UKGovernmentBEIS/beis-spl-eligibility-tool,3.11.0,N/A
dwp/share-information-for-your-blue-badge-application,https://github.com/dwp/share-information-for-your-blue-badge-application,2.9.0,N/A
alphagov/fn4g-tool,https://github.com/alphagov/fn4g-tool,2.5.1,N/A
communitiesuk/stakeholder-engagement-frontend,https://github.com/communitiesuk/stakeholder-engagement-frontend,2.7.0,N/A
communitiesuk/stakeholder-engagement,https://github.com/communitiesuk/stakeholder-engagement,2.5.1,N/A
UKHomeOffice/accessibility-guide,https://github.com/UKHomeOffice/accessibility-guide,2.4.0,N/A
DEFRA/digital-form-builder-engine,https://github.com/DEFRA/digital-form-builder-engine,2.4.1,N/A
dwp/pyca-hrt-review,https://github.com/dwp/pyca-hrt-review,3.3.0,N/A
alphagov/pe-charts,https://github.com/alphagov/pe-charts,2.13.0,N/A
Crown-Commercial-Service/CMpExampleApp1,https://github.com/Crown-Commercial-Service/CMpExampleApp1,2.0.0,N/A
DEFRA/international-waste-shipments-frontend-training,https://github.com/DEFRA/international-waste-shipments-frontend-training,2.5.1,N/A
DFE-Digital/manage-applications,https://github.com/DFE-Digital/manage-applications,1.0.0,N/A
ministryofjustice/request-info-from-moj,https://github.com/ministryofjustice/request-info-from-moj,3.10.1,N/A
DFE-Digital/architecture-manual,https://github.com/DFE-Digital/architecture-manual,5.1.0,undefined
digital-land/provider-design-sprint,https://github.com/digital-land/provider-design-sprint,5.3.1,undefined
ministryofjustice/hmpps-sentence-plan-ui-old,https://github.com/ministryofjustice/hmpps-sentence-plan-ui-old,5.2.0,2024-02-28T09:20:19Z
DEFRA/test-demo-frontend-1,https://github.com/DEFRA/test-demo-frontend-1,4.7.0,undefined
ministryofjustice/hmpps-challenge-support-intervention-plan-ui,https://github.com/ministryofjustice/hmpps-challenge-support-intervention-plan-ui,5.3.1,2024-02-06T17:04:00Z
DFE-Digital/dfe-frontend,https://github.com/DFE-Digital/dfe-frontend,5.3.1,undefined
DEFRA/pets-demo-11,https://github.com/DEFRA/pets-demo-11,4.7.0,undefined
DEFRA/waste-tracking-service,https://github.com/DEFRA/waste-tracking-service,5.3.0,undefined
DEFRA/disinfectant-dr-test,https://github.com/DEFRA/disinfectant-dr-test,4.7.0,undefined
DFE-Digital/schools-checking-exercise,https://github.com/DFE-Digital/schools-checking-exercise,5.2.0,undefined
DFE-Digital/sa-concept,https://github.com/DFE-Digital/sa-concept,5.0.0,N/A
DEFRA/nipts-pts-checker-web-ui,https://github.com/DEFRA/nipts-pts-checker-web-ui,5.3.1,undefined
trade-tariff/trade-tariff-dev-hub-frontend,https://github.com/trade-tariff/trade-tariff-dev-hub-frontend,5.4.0,undefined
DEFRA/book-live-animal-inspection-ui,https://github.com/DEFRA/book-live-animal-inspection-ui,5.3.0,undefined
ministryofjustice/request-personal-information,https://github.com/ministryofjustice/request-personal-information,5.4.0,undefined
DEFRA/phi-frontend,https://github.com/DEFRA/phi-frontend,5.3.0,undefined
ministryofjustice/hmpps-book-a-video-link-ui,https://github.com/ministryofjustice/hmpps-book-a-video-link-ui,5.4.0,undefined
DEFRA/eutd-mmo-business-continuity,https://github.com/DEFRA/eutd-mmo-business-continuity,3.0.0,N/A
LandRegistry/service-vision,https://github.com/LandRegistry/service-vision,4.8.0,undefined
LandRegistry/digital-mortgage,https://github.com/LandRegistry/digital-mortgage,4.8.0,undefined
ministryofjustice/hmpps-sentence-plan-ui,https://github.com/ministryofjustice/hmpps-sentence-plan-ui,5.3.0,undefined
DFE-Digital/accessibility-manual,https://github.com/DFE-Digital/accessibility-manual,5.1.0,undefined
hmcts/backstage-test-DanielKChristou-nodejs,https://github.com/hmcts/backstage-test-DanielKChristou-nodejs,4.6.0,undefined
cabinetoffice/fb-editor,https://github.com/cabinetoffice/fb-editor,4.4.1,N/A
cabinetoffice/formbuilder-product-page,https://github.com/cabinetoffice/formbuilder-product-page,4.3.1,N/A
DEFRA/coreai-techspike-document-analysis,https://github.com/DEFRA/coreai-techspike-document-analysis,4.7.0,undefined
DEFRA/ffc-sfd-auth,https://github.com/DEFRA/ffc-sfd-auth,5.2.0,undefined
ministryofjustice/hmpps-jobs-board-ui,https://github.com/ministryofjustice/hmpps-jobs-board-ui,5.2.0,undefined
DEFRA/coreai-mcu-frontend,https://github.com/DEFRA/coreai-mcu-frontend,4.7.0,N/A
DEFRA/ffc-sfd-business,https://github.com/DEFRA/ffc-sfd-business,5.3.0,2024-05-22T14:03:27Z
LandRegistry/test-kit-01,https://github.com/LandRegistry/test-kit-01,3.12.0,N/A
DEFRA/cdp-defra-id-demo,https://github.com/DEFRA/cdp-defra-id-demo,4.6.0,N/A
DEFRA/cdp-portal-frontend,https://github.com/DEFRA/cdp-portal-frontend,5.3.1,2024-02-07T17:04:31Z
LandRegistry/search-local-land-charges-ui,https://github.com/LandRegistry/search-local-land-charges-ui,5.3.0,2024-04-15T08:35:04Z
DEFRA/ffc-sfd-ahwp-stub,https://github.com/DEFRA/ffc-sfd-ahwp-stub,5.2.0,2024-03-07T16:39:50Z
DEFRA/ffc-sfd-permissions,https://github.com/DEFRA/ffc-sfd-permissions,5.0.0,N/A
defra-design/fcp-combined-offer,https://github.com/defra-design/fcp-combined-offer,5.0.0,N/A
defra-design/vet-gateway-guidance,https://github.com/defra-design/vet-gateway-guidance,5.0.0,N/A
DEFRA/flood-webchat,https://github.com/DEFRA/flood-webchat,4.7.0,N/A
DFE-Digital/ddt-job-descriptions,https://github.com/DFE-Digital/ddt-job-descriptions,5.1.0,undefined
DEFRA/marine-licensing-frontend-demo,https://github.com/DEFRA/marine-licensing-frontend-demo,5.1.0,undefined
ministryofjustice/hmpps-alerts-ui,https://github.com/ministryofjustice/hmpps-alerts-ui,5.3.1,2024-02-06T17:04:00Z
digital-land/dluhc-interaction-patterns,https://github.com/digital-land/dluhc-interaction-patterns,5.1.0,undefined
hmcts/labs-apps-njs,https://github.com/hmcts/labs-apps-njs,4.8.0,undefined
dwp/fed-test,https://github.com/dwp/fed-test,~4.3.1,undefined
DEFRA/fcp-find-ai-frontend,https://github.com/DEFRA/fcp-find-ai-frontend,4.7.0,undefined
DEFRA/cdp-example-node-frontend,https://github.com/DEFRA/cdp-example-node-frontend,5.3.1,undefined
ministryofjustice/hmpps-manage-a-supervision-ui,https://github.com/ministryofjustice/hmpps-manage-a-supervision-ui,5.4.0,undefined
ministryofjustice/dv-frontend-app-dev,https://github.com/ministryofjustice/dv-frontend-app-dev,5.3.0,undefined
ministryofjustice/kv-frontend-app-dev,https://github.com/ministryofjustice/kv-frontend-app-dev,5.1.0,undefined
LandRegistry/dps-verification-ui,https://github.com/LandRegistry/dps-verification-ui,2.6.0,N/A
dwp/SRA-UCD-sandpit,https://github.com/dwp/SRA-UCD-sandpit,5.0.0,undefined
co-cddo/esda-builder,https://github.com/co-cddo/esda-builder,5.2.0,2024-02-21T14:33:07Z
ministryofjustice/bh-frontend-app-dev,https://github.com/ministryofjustice/bh-frontend-app-dev,5.1.0,2024-02-19T10:33:48Z
LandRegistry/accessibility-statement-template,https://github.com/LandRegistry/accessibility-statement-template,3.5.0,N/A
DEFRA/aqie-front-end,https://github.com/DEFRA/aqie-front-end,5.3.0,2024-02-07T12:56:18Z
digital-land/local-plans-home,https://github.com/digital-land/local-plans-home,5.2.0,2024-03-14T09:34:06Z
hmcts/sptribs-dss-update-case-web,https://github.com/hmcts/sptribs-dss-update-case-web,4.8.0,2024-02-21T22:11:54Z
digital-land/local-plans-timetable,https://github.com/digital-land/local-plans-timetable,5.2.0,undefined
LandRegistry/index-template,https://github.com/LandRegistry/index-template,3.0.0,N/A
LandRegistry/index-digital-registration-services,https://github.com/LandRegistry/index-digital-registration-services,3.0.0,N/A
ministryofjustice/opg-sirius-supervision-pro-deputy-hub,https://github.com/ministryofjustice/opg-sirius-supervision-pro-deputy-hub,3.14.0,N/A
ministryofjustice/bh-example-frontend-app-dev,https://github.com/ministryofjustice/bh-example-frontend-app-dev,5.0.0,N/A
DEFRA/mcu-techspike-ai-web,https://github.com/DEFRA/mcu-techspike-ai-web,4.7.0,N/A
DEFRA/ffc-ffd-ahwr-stub,https://github.com/DEFRA/ffc-ffd-ahwr-stub,4.7.0,N/A
ministryofjustice/hmpps-court-cases-release-dates-design,https://github.com/ministryofjustice/hmpps-court-cases-release-dates-design,5.0.0,N/A
defra-design/manage-biodiversity-gains,https://github.com/defra-design/manage-biodiversity-gains,5.2.0,2024-02-16T11:33:43Z
LandRegistry/digital-street-sell-part-of-your-property,https://github.com/LandRegistry/digital-street-sell-part-of-your-property,2.4.0,N/A
ministryofjustice/hmpps-prisoner-location,https://github.com/ministryofjustice/hmpps-prisoner-location,5.3.1,2024-01-09T13:09:49Z
dwp/migration-test,https://github.com/dwp/migration-test,5.0.0,N/A
ministryofjustice/hmpps-interventions-vision,https://github.com/ministryofjustice/hmpps-interventions-vision,5.0.0,undefined
Government-People-Group/staff-transfers-eligibility,https://github.com/Government-People-Group/staff-transfers-eligibility,4.7.0,undefined
DFE-Digital/help-for-early-years-providers,https://github.com/DFE-Digital/help-for-early-years-providers,4.7.0,N/A
alphagov/gds-acronyms,https://github.com/alphagov/gds-acronyms,4.7.0,N/A
DEFRA/trade-exports-packinglistai-ui,https://github.com/DEFRA/trade-exports-packinglistai-ui,4.7.0,N/A
DEFRA/defra-aqie,https://github.com/DEFRA/defra-aqie,4.7.0,N/A
DEFRA/cdp-example-journey-test,https://github.com/DEFRA/cdp-example-journey-test,4.7.0,N/A
DEFRA/ncea-frontend,https://github.com/DEFRA/ncea-frontend,5.1.0,2024-02-16T13:36:59Z
ministryofjustice/hmpps-locations-inside-prison,https://github.com/ministryofjustice/hmpps-locations-inside-prison,5.3.1,2024-02-06T17:04:00Z
defra-design/lars,https://github.com/defra-design/lars,4.4.0,N/A
defra-design/nutrient-management,https://github.com/defra-design/nutrient-management,4.7.0,undefined
ministryofjustice/hmpps-custody-manager-ui,https://github.com/ministryofjustice/hmpps-custody-manager-ui,5.4.0,2024-03-05T12:21:19Z
ministryofjustice/data-platform-firebreak-annual-leave,https://github.com/ministryofjustice/data-platform-firebreak-annual-leave,5.0.0,N/A
companieshouse/acsp-web,https://github.com/companieshouse/acsp-web,4.8.0,2024-02-22T19:09:10Z
OfqualGovUK/specialists-v2,https://github.com/OfqualGovUK/specialists-v2,4.7.0,N/A
alphagov/govspeak-visual-editor,https://github.com/alphagov/govspeak-visual-editor,4.8.0,undefined
defra-design/Import-risk-categorisation,https://github.com/defra-design/Import-risk-categorisation,4.7.0,N/A
companieshouse/your-companies-web,https://github.com/companieshouse/your-companies-web,4.7.0,N/A
